claim,label
"""In the Wisconsin health insurance exchange, """"the Society of Actuaries points out that there'll be, according to them, an 82 percent increase in individual premiums over the next couple years under Obamacare.""",mixture
"H. R. 6666 (the TRACE Act) was introduced to allow the government to enter private homes, force COVID-19 testing on people, and remove children or adults from the home with legal force.",false
U.S. President George Washington had wooden teeth.,false
A family dog saved sleeping young children from sexual abuse by biting off an intruder's genitals.,false
Honeywell to pay Georgia $4M for pollution in coastal marsh.,true
Soup cans are lined with dangerous levels of BPA.,unproven
A pair of DD breasts weighs between 15 and 23 pounds.,false
An uninsured 17-year-old boy died of COVID-19 symptoms after being refused care due to a lack of medical insurance.,mixture
Measles is at the top of the list of the MMR vaccine�s adverse reactions.,false
Electromagnetic Pulses May Stem Arthritic Knee Pain,false
Kids are rubbing Burt's Bees lip balm on their eyelids to get high.,false
Cream of tartar is an effective treatment for migraine headaches.,unproven
U.S. President Donald Trump issued a pardon for the leader of the armed group that held migrants at gunpoint in New Mexico.,false
"Infant deaths, poor conditions at Indian hospital spark uproar.",true
A woman was injured while trying to steal fireworks from Walmart by hiding them in her vagina.,false
"A vintage photograph shows different, far more relaxed safety standards in the 1960s.",mixture
Study: California law lifts vaccination in �high-risk� areas.,true
The simultaneous death of infant twins in Turkey in 2002 was connected to their having recently received vaccinations.,unproven
New Hampshire proposes strict water drinking standards.,true
"To Heal Diabetes, Doctors Push Weight-Loss Surgery",true
Moroccan vault protects seeds from climate change and war.,true
A photograph shows a long line of climbers waiting to ascend Mount Everest. ,true
The reason the U.S. documented the most COVID-19 cases in the world in 2020 was because it had tested more residents at a faster rate than any other country.,false
Study links chemical exposure to breast cancer.,true
"""Karl Rove Says Hillary Clinton spent 30 days in the hospital in 2012 and appeared """"wearing glasses that are only for people who have traumatic brain injury.""",false
"""Next Generation Climate Action Committee Says Ken Cuccinelli wants """"to eliminate all forms of birth control.""",false
Missouri's only abortion clinic to stay open until at least August 1.,true
A recent study revealed that one-third of pediatricians refuse to recommend the Gardasil HPV vaccine to patients.,false
Eye�s lament: How dry I am,false
"""Health care reform """"establishes a new board of federal bureaucrats (the 'Health Benefits Advisory Committee') to dictate the health plans that all individuals must purchase.""",false
Breast cancer risk from menopause hormones may last decades.,true
Scientists find gene linked to alcohol consumption.,true
Using chemical agents against medical facilities is considered a war crime by international treaty.,true
Liquor and wine are illegal in the U.S. unless they are radioactive.,false
"""The Only Existing Footage Of 1st Plane Hitting WTC"""" YouTube video shows the only existing footage of Flight 11 striking the north tower of the World Trade Center on September 11 2001.""",false
"""Donald Trump """"bankrupted"""" a golf course in Puerto Rico, leaving taxpayers there on the hook for $33 million worth of debt.""",mixture
China sees drop in new coronavirus cases; all of them imported.,true
"""The """"rate of uninsured Americans (is) 8.8 percent.""",mixture
Exercise May Be the Key to Better Sperm,true
Aging a concern for many Americans but harder for women : poll.,true
 A Texas slaughterhouse employee killed 71 employees over a 17-year span without being detected. ,false
Death toll rises to 58 as hope dims after Brazil dam collapse.,true
A Scientist's Dream Fulfilled: Harnessing The Immune System To Fight Cancer,mixture
Now scientists read your mind better than you can.,true
"Cancer drug dramatically shrinks prostate tumors, study finds",mixture
"""Reza Aslan Says female genital mutilation is """"a central African problem,"""" not an Islamic problem, as Bill Maher suggested.""",true
Costumed cast members have been accused of molesting Disney theme park guests.,mixture
�The COVID-19 future vaccine will come with the ID � a mark. The ID tells everyone you are free of COVID.�,false
"""Fish Mox"""" and other fish antibiotics are acceptable substitutes for amoxicillin if a patient lacks access to healthcare services or treatment.""",unproven
Foreign Clinics Lure Americans With Unproven Treatments,true
Research pinpoints powerful biomarker of multiple sclerosis,false
"As shock wears off, mental health concerns grow in Bahamas.",true
We have tougher standards holding toy gun manufacturers and sellers to account than we do for real guns.,mixture
Tai Chi May Help Ease Fibromyalgia,false
18 sickened at NH restaurant popular with politicians .,true
Wisconsin lawsuit blames drug makers for opioid crisis.,true
"""Under federal law, Jared Loughner """"would not have been able to buy a gun"""" had he been identified as mentally ill.""",true
"�In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.�",true
Rick Baker Says Rick Kriseman is $35 million over budget on St. Petersburg�s new police station.,false
"""Cigarette butts """"poison babies and small children because of the nicotine in them.""",true
"""It�s time that a president stepped up"""" to address gun violence. """"And I�m talking Democrat and Republican presidents. They have not stepped up.""",mixture
Yes Please to Yogurt and Cheese: The New Improved Mediterranean Diet,false
Study: New way to spot breast cancer shows promise,true
"Attackers torch Ebola treatment center in Congo, patients evacuated.",true
Health care among top jobs for young people.,true
"Simple Electrocardiogram Can Determine Whether a Patient Has Major Depression or Bipolar Disorder, Study Finds",false
"Under a new law, doctors performing drug-induced abortions could be charged if women don�t return to them for follow-up care",false
"An image shows a man's mostly-consumed Red Bull energy drink, after he found a dead mouse in the container.",unproven
A npedophile was found dead in his prison cell after his testicles were removed and his injuries went untreated.,false
"Cholera cases reported as hunger, disease stalk African cyclone survivors.",true
"France is fourth country to pass 10,000 coronavirus deaths.",true
Restoring testosterone rather than replacing it helps safeguard a man's fertility,false
"""Undocumented immigrants in the United States receive a job, a driver's license, food stamps, health care, housing, education, a """"tax-free business for seven years,"""" and """"child benefits.""",false
 � A widely circulated message encourages recipients to sign an online petition in support of �The Breast Cancer Protection Act� in the U.S. Congress.� It would require insurance companies to cover a minimum of a 48 hour hospital stay for women who have undergone mastectomies.� You are linked to Lifeline television for the petition. ,true
 Benefits of the power of a supplement called �Inteligen� to increase intelligence have been trumpeted by the likes of CNN�s Anderson Cooper and Stephen Hawking. ,unproven
Experts say inexpensive drug could slow heart disease for type 1 diabetic patients,false
"Cantwell, Hutchison meet in second Washington Senate debate.",true
Facebook revised its position on to female toplessness or nipple exposure in imagery as of May 2017.,false
Masks should be prioritized for health workers to avoid shortage against coronavirus: WHO.,true
"China's Nu Skin probe drags down Herbalife, USANA too.",true
A group of chief executive officers resigned their positions suspiciously close to the outbreak of the COVID-19 pandemic.,false
A convicted pedophile rapist was caught using a clown costume to hide in a child's room.,false
U.S. President Donald Trump said that increased COVID-19 testing makes the U.S. look bad by increasing coronavirus case numbers.,true
Workers who pick produce in Georgia�s fields can make $12 to $18 an hour.,mixture
Studies: Surgery No Better for Sciatica,true
"Concurrent chemotherapy, proton therapy improves survival in patients with advanced lung cancer",true
Harvard Study Finds States With Most Gun Laws Have Fewest Gun Deaths.,mixture
"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"""" the novel coronavirus.""",false
Stryker Launches Partial Knee Resurfacing Systems.,true
Buttigieg discloses ex-clients as fundraising swing begins.,true
Nonprofit concerned about HIV spread among drug addicts.,true
"""Hillary Clinton Says Bernie Sanders """"wants higher standards for toy guns than real guns.""",mixture
Beta Carotene Pills May Not Save Vision,true
EPA to scale back use of animals to test chemical toxicity.,true
Stem cells offer hope for diabetics,true
More African countries confirm first coronavirus cases as Jack Ma pledges aid.,true
Taking one or more rides on the Big Thunder Mountain roller coaster at Walt Disney World can help dislodge kidney stones.,unproven
 Police in New Mexico arrested an undocumented Islamic refugee who had plans to a gas pipeline located in the area. ,false
Odd Treadmill May Help Stroke Survivors,true
"WH blocking Fauci testimony to House panel, spokesman says.",true
A Ray of Hope for Patients With Malignant Brain Tumors,false
Maine directs much of emergency opioid money to treatment.,true
Zap or Chill? Targeting Fat Without Surgery,true
First human clinical trial for nicotinamide riboside,false
French army to help in effort to stop swine fever at Belgian border.,true
Governor says there�s less of him to hate: He lost 50 pounds.,true
"In 2013, US children got 46 vaccines and the autism rate was 1 in 88.",mixture
There is some concern that the rise in autism is the result of the preservatives that are in our vaccines.,false
Roche's Pricey New Breast-Cancer Combo Barely Beats Old Drug,true
"Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.",true
A Denver man murdered a woman whose behavior was inspired by the #WasteHisTime hashtag on Twitter.,false
"WHO confirms case of yellow fever in Netherlands, says risk low.",true
"In 2018 or 2019, an Alabama court ordered a rape survivor named Jessica Stallings to allow her rapist to visit the children who were born to them. ",mixture
"Rhode Island gets $1.5M to fight diabetes, heart disease.",true
Progressive Insurance chairman Peter Lewis has donated millions of dollars to the ACLU and liberal political causes.,mixture
Two Parkinson�s Drugs Shown To Increase Heart-Valve Risk,false
"The ingredients of two popular plant-based burgers, Impossible Burgers and Beyond Meat burgers, are indistinguishable from dog food.",false
Probiotics improve cognition in Alzheimer's patients,false
Hundreds of papers published in 2017 prove that global warming is a myth.,false
"""The presidential campaign for Sen. Bernie Sanders (I-Vermont) hosted a """"Bern the Witch"""" event in 2016, complete with an illustration of Hillary Clinton being burned at the stake..""",false
Saving Your Life: Modern Medical Miracles: Matt Lauer’s heart scan,false
"""A person can """"survive"""" living on a diet of nothing but potatoes and butter.""",true
A test for COVID-19 is mandatory for anyone seeking to donate blood.,false
"After health scare, Seattle�s Dipoto getting back to normal.",true
EU proposes joint studies to speed acceptance of new medicine.,true
Gastric Bypass May Help Obese Teens,false
"""Thomas Daffron, Sen. Susan Collins' husband, is """"a lobbyist for a firm that has numerous connections to Russia and Russian oligarchs.""",false
Death toll from UK hospital listeria outbreak rises to five.,true
Facebook post Says this poem about people staying home was written by Kathleen O�Mara in 1869.,false
"""Under the clear letter of the law, (Justice Clarence Thomas) must recuse himself"""" from the case challenging the constitutionality of the health care law.""",mixture
"""The film """"Helltown"""" is a genuine documentary about a teenager's mysterious disappearance, a cult, and a military mission gone wrong. """,false
Topical curcumin gel effective in treating burns and scalds,false
You cannot get (Ebola) from just riding on a plane or bus.,true
Coronavirus worries have surgical masks flying off shelves in New York's Chinatown.,true
Roche's Tecentriq cocktail adds to lung cancer survival success,false
The antibiotics gentamicin sulfate and polymyxin b are in vaccines and can cause allergic reactions ranging from mild to life-threatening.,unproven
�Italy has decided not to treat their elderly for this virus.�,false
David A. Clarke Jr. Says coronavirus is just �the damn flu.�,false
"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress.",false
"Implanted device successfully treats central sleep apnea, study finds",mixture
"""Alabama's abortion ban includes """"tacked on"""" language enabling the prosecution of people who report a rape if the accused is not found guilty.""",mixture
Teen substance abuse on rise over past 3 years: study.,true
Device breathes new life into sleep apnea sufferer,false
"""Florida seniors are exempt"""" from losing Medicare Advantage under the federal health care bill.""",false
Trump orders faster issuance of air pollution permits.,true
"Whistleblower: US failed to prepare, sought quick virus fix.",true
"Earlier blood testing for iron deficiency, anemia recommended for young women",mixture
Nucleix Announces Positive Clinical Results for Lung EpiCheck in Early Detection of Lung Cancer,false
"Romney calls for early detection, logging to stop wildfires.",true
West African nation of Guinea reports Lassa fever death.,true
Who says you can�t eat red meat? Food advice questioned anew.,true
"Tokyo seeks shop shutdowns, Kyoto warns tourists away as coronavirus threatens Japan economy.",true
Special Report: Life and death in the age of the bionic heart,false
Exclusive: South Korea set to ship coronavirus testing kits to U.S. - source.,true
Tennessee county clinics offering free flu vaccinations.,true
"""The CDC had """"advanced knowledge"""" of the COVID-19 outbreak in November 2019.""",false
President-elect Donald Trump has said he plans to cut Social Security benefits.,false
"Donald Trump Says Joe Biden �was in charge of the H1N1 Swine Flu epidemic which killed thousands of people. The response was one of the worst on record. Our response is one of the best, with fast action of border closings & a 78% Approval Rating, the highest on record. His was lowest!",false
"Dr. Bandy Lee, who has warned the United States that Donald Trump is dangerously impaired, lacks a medical license.",false
California college to offer non-approved meningitis vaccine.,true
Chinese Herbs Equal to Tamiflu in Reducing H1N1 Fever: Study,mixture
Teddy Roosevelt first called for (health care) reform nearly a century ago.,true
Indiana resisting marijuana trend of neighboring states.,true
"Lure, variety of designer drugs is alarming, U.N. agency says.",true
"Placing a raw, cut onion in contact with your foot overnight �purifies your blood�, removes �toxins�, and heals your body.",false
Taking meds before exposure cuts HIV risk for heterosexuals,mixture
FDA approves tool for diagnosing dementia in a doctor�s office,false
California schools may allow medical cannabis on campuses.,true
Minnesota State University astronomer ends a stellar career.,true
New study finds adult fresh pear consumers had a lower body weight than non-pear consumers,mixture
Indonesian teenagers are smoking pads and tampons for a buzz.,unproven
Rotavirus Vaccine Urged for Babies:,false
"Image depicts former President Jimmy Carter, 95, building a charity homes while still visibly recovering from a fall with a black eye.",true
Drug may delay hypertension in high-risk patients,mixture
"""Alan Bates Says """"80 percent of the health care dollars are spent by 20 percent of the population.""",true
Study finds cosmic rays increased heart risks among Apollo astronauts.,true
"""The House Zika bill """"limits access to birth control services needed to help curb the spread of the virus"""" in Puerto Rico.""",mixture
"�There was no effort� to get American experts into China after it announced the coronavirus, and �we had one person in-country (and Trump) pulled him out of the country.�",false
Health officials warn of new species of tick found in state.,true
Breakthrough for macular degeneration,mixture
Seattle infectious-disease outbreaks cause concern.,true
"In August 2020, U.S. House Speaker Nancy Pelosi had a hair appointment at a salon in San Francisco � at a time when hair salons were forbidden to operate in the city due to COVID-19.",true
Study shows higher levels of carcinogen near Waukegan plant.,true
Dutch Olympic champion completes 195-kilometer charity swim.,true
"The truth is, Planned Parenthood does not provide mammograms. Planned Parenthood refers women to mammography providers, serving as the middlewoman, if you will.",true
A 7-year-old named Emily Jones was decapitated in England by a Somali migrant. ,false
NRA executive vice president Wayne LaPierre was disqualified from the draft due to a psychological condition.,unproven
Drinking Green Tea May Protect Eyes,false
"Paracetamol no better than placebo for low back pain, study finds.",true
"""Rick Scott's Starbucks heckler Says Rick Scott """"stripped women of access to public health care.""",mixture
Senate confirms acting EPA chief for permanent role.,true
Lawsuits filed against operator of medical equipment cleaner.,true
Cautionary note about prostates,true
"�Second Skin� May Reduce Wrinkles, Eyebags, Scientists Say",mixture
"By ignoring a ban on performing COVID-19 autopsies, researchers in Italy discovered that the disease is caused by a bacteria �  not a virus � and can simply be treated with aspirin.",false
Brain Scans Predict Dyslexia Improvements,false
Tequila Plant May Help Fight Bone Loss,false
Birth defect-antidepressant link found,true
More men at risk for prostate cancer as a result of less regular screening,mixture
"Amendment 2 on medical marijuana won a higher percentage of the vote than the last six Florida governors, including Jeb Bush�s 2002 landslide.",true
"Pope on World Food Day laments paradox of hunger, obesity.",true
Gene pattern predicts who will live the longest.,true
"Sorry, wrong number: Statistical benchmark comes under fire.",true
�Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.�,true
"""The city of Austin has """"removed, seemingly, any legal consequences to the actions where the homeless lie, sleep, where they defecate.""",false
Suave brand shampoos and conditioners contains thioglycolic acid and cause hair loss.,false
China capital to roll out tough anti-smoking laws.,true
Paleontologists discover dinosaur tail in northern Mexico.,true
"After Dorian, disease is next threat on shattered Bahamian island.",true
"""A Census Bureau worker says he was told to skew information to bring the unemployment rate down """"as we headed into an election season.""",false
Wisconsin charter school open to students of all abilities.,true
Health officials warn about rise in tick disease.,true
Much of the extra virgin olive oil sold in the U.S. is fake because it�s   made with genetically modified soybeans and unapproved chemicals.,true
"""Scientists tell us that we could have a cure in 10 years for Alzheimer's"""" were it not for """"overzealous regulators, excessive taxation and greedy litigators.""",false
Zika vaccine shows promise for treating deadly brain cancer,false
"""Taxpayer-funded benefits to illegals"""" in California are """"a skyrocketing cost under Obamacare.""",false
"""In France, they have a (surveillance) program a thousandfold more invasive"""" than the United States.""",true
Bitter Taste Receptors Found in Lungs May Aid Asthma Patients,false
Congolese boy dies in US after surgery for facial tumor.,true
President Obama signed a law permanently protecting the federal funding of Planned Parenthood.,mixture
SC vows to ramp up COVID-19 testing; first in nursing homes.,true
One fart burns 67 calories.,false
Pomegranate juice could help kidney patients,true
"Stephen Hawking's thesis, wheelchair heading for auction.",true
NIH cancer chief to serve as acting FDA commissioner.,true
"After collapsing at a post-concert party, a rock star was rushed to an emergency room, where doctors pumped a pint of semen out of his (or her) stomach.",false
FDA expands use of Novartis MS drug to pediatric patients,false
"Yoga helps treatment, study finds",true
Indonesia's ragtag firefighters on frontline of Borneo's forest blazes.,true
"""There were non-white mermaids in Disney's first """"The Little Mermaid"""" media from the early 1990s.""",true
"""The Roman orator Cicero issued a warning about a nation's being destroyed by """"treason from within.""",false
Topical skin creams effective to treat superficial basal cell carcinoma: New study,true
Clinical studies show 'CHORI-bar' results in broad scale health improvements: Benefits apparent after 2 months of consumption of the nutrient bar,false
"Giant panda gives birth in Washington, but who's the daddy?.",true
Minnesota declares outbreak of hepatitis A.,true
Mysterious mummy found in Iran could be father of last shah.,true
"Food firms seek to rebuild trust with labeling, ad pledge.",true
Novartis says cutting prices on malaria drug.,true
Resveratrol May Slow Aging in Humans,false
 The author of the email says         her 4-year old daughter ate hand sanitizer at pre-school and was rushed         to the hospital with potentially deadly alcohol intoxication.   ,true
Experts worry CDC is sidelined in coronavirus response.,true
Animal abuse is often an indicative trait of future acts of violence against humans.,true
Strange but true: Sleep deprivation can help depression. Penn scientists want to know why,true
"Iowa governor calls for sales tax increase, other tax cuts.",true
"""Mike Pence once said that condoms are """"too modern"""" and """"too liberal"""" and offer a poor defense against sexually transmitted diseases.""",true
Pfizer data on failed cholesterol drug offers hope,mixture
"Greg Abbott Says crime is on the rise in Austin and a new study showed that it �is the No. 1 city in America in the year-to-year percentage increase in murders, with a percentage increase of more than 64% for the first half of this year.�",mixture
At-home COVID-19 deaths may be significantly undercounted in New York City.,true
Number of confirmed vaping illnesses in Idaho grows to 6.,true
The 'Denver Post' has actually hired an editor to promote pot.,false
"""Sexting"""" again linked to risky sex among teens: study.""",true
 A doll called �My Friend Cayla��contains a connected bluetooth listening�device that is being used to spy on children and record their conversations. ,mixture
The president�s own advisers have said there�s a war on coal.,false
Study finds possible link between sugary drinks and cancer.,true
Heart Scan Can Fine-Tune Risk Estimate for Patients Considering Statins,true
Lawsuit: Pentagon withholding info from veterans� advocates.,true
Clinical Trial Demonstrates Success of Low FODMAP Diet,mixture
A Harvard study proved instant noodles and ramen can cause irreversible damage to your body.,unproven
Jury awards family $130 million in medical malpractice case.,true
"Hours after Massachusetts legalized recreational marijuana, the state had its first cannabis overdose.",false
Stave off cognitive decline with seafood,true
"""Tilapia is a boneless, skinless, """"mutant"""" fish that is full of cancer-causing dioxins, is worse to eat than bacon or hamburger, and is killing our families.""",false
"With obesity and diabetes epidemic, Mexico braces for coronavirus.",true
"""When asked by Hillary Clinton why she thought the U.S. hasn't had a female president yet, Mother Teresa answered, """"Because you probably aborted her.""",unproven
If it drops on a metal surface it will live for at least 12 hours - so if you come into contact with any metal surface - wash your hands as soon as you can with a bacterial soap.,unproven
"Antibiotics Defeat Ear Infections In Little Kids, Studies Find",true
Some 59 people died after a pastor gave them Dettol to drink to supposedly prevent coronavirus. ,false
"In Highly Lethal Type of Leukemia, Cancer Gene Predicts Treatment Response",true
"""Common usage of the phrase """"Always a bridesmaid but never a bride"""" originated with an advertising campaign for Listerine mouthwash.""",true
Marijuana backers balk at plan to revise ballot measure.,true
Patient doing well with French company's artificial heart: report.,true
Britain launches coronavirus vaccine taskforce.,true
Mumps outbreak strikes Marshallese population in Arkansas.,true
Mayor White has major stake in Barnett Shale production company.,false
FDA staff cautious about J&J's latest Xarelto application.,true
Study From Duke University: Favored heart-bypass method found harmful,mixture
Who can you thank for rising prices at the pump? O-ba-ma! O-ba-ma!,false
Say Joe Biden is a pedophile.,false
"""Some Americans need to log into IRS.gov to receive their stimulus payment via the IRS """"Get My Payment"""" tool.""",true
A man high on bath salts cut off his genitals and microwaved them.,false
US judge in Washington state blocks new Trump abortion rule.,true
SpaceX debuts new crew capsule in crucial test flight.,true
"""A man in Ireland earned the nickname """"Shawshank Husband"""" after he dug a tunnel from his bedroom to a local pub over the span of 15 years.""",false
Chinese leaders order probe over vaccine scandal.,true
Cancer Drug Keytruda Keeps Some Patients Alive For 3 Years,true
Cellphone bluetooth sensors can detect the presence of credit card skimmers in gas pumps.,mixture
Study: One dose of radiation during breast cancer surgery is effective,mixture
"Keanu Reeves overcame a series of tragic events in his life, before and after becoming a wealthy movie star.",true
Viral image Says you can monitor yourself for COVID-19 with a breath test.,false
The abortion rate in the U.S. has declined more under Democratic administrations than Republican ones due to a difference in approach.,mixture
More than half of the people on food stamps today are children.,true
"30,000 scientists have signed a petition arguing that there is no convincing scientific evidence for anthropogenic climate change.",false
Union leader Jeffrey David Cox played a key role in an alleged Clinton-orchestrated conspiracy to kill Jeffrey Epstein in prison.,false
Review Sees No Advantage in 12-Step Programs,true
"Peanuts, Anyone? Researchers Expose Kids to Risky Foods In Order to Cure Them",true
Laser therapy with deep-sea drug kills prostate cancer in trial,false
Gene may hold key to neutralizing HIV: U.S. study.,true
Better Diets May Be Extending Americans' Lives,true
Diabetes Drug Metformin Linked to Lower Lung Cancer Rate in Mice,true
Creatine supplements may benefit women with knee osteoarthritis,false
Experimental treatment may help food allergies,false
Monkey birth a step to saving fertility of boys with cancer.,true
"By the end of Governor Rick Perry's term, he will have drained Texas taxpayers ... of more than $360,000 to pay for the rental mansion he has been living in while the historic Governor's Mansion is repaired.",true
Maryland continues funding for protective crop plantings.,true
Doctor of incapacitated woman who gave birth cedes license.,true
 A former CIA said in a deathbed confession that he killed Bob Marley by infecting him with cancer. ,false
Midwifery students use augmented technology to improve clinical skills.,true
"""The animated film """"Incredibles 2"""" contains scenes that prompted an epilepsy warning at movie theaters.""",true
"""Facebook user """"Angelika Greg-Delany"""" shared a stirring and authentic account of her experience living in socialist Ukraine.""",mixture
On his support for Donald Trump.,mixture
"""EU Green Deal """"not over"""" despite coronavirus, industry commissioner says.""",true
McDonald's grimaces at Happy Meal lawsuit.,true
A vaccine meant for cattle can be used to fight COVID-19. ,false
"�Six months before the COVID �plandemic,� Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.�",false
Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.,true
 Dr. Ben Carson has had his medical license revoked in all 50 states after making �brainless comments� on the campaign trail in his pursuit of the GOP presidential nomination. ,false
DC psychiatric hospital to go another week without water.,true
Video games improve brain connections in multiple sclerosis patients,mixture
Brazil's Bolsonaro shocked by high number of penis amputations.,true
Ancient brew may reduce gut damage after chemotherapy.,true
"(U.S. Reps.) Paul Ryan, Sean Duffy and Reid Ribble are � shutting down town hall meetings, or making their constituents pay to attend them.",false
What Teen Girls Should Eat to Reduce Breast Cancer Risk,mixture
Marrow cells don�t seem to help heart,true
Human trafficking rings are using job interviews to lure college students.,false
"British PM Johnson has coronavirus, self-isolates in Downing Street.",true
 � Reports have swept the Web that two Ebola victims in Liberia awoke from the dead as flesh-eating Ebola zombies and that FEMA is preparing for the Ebola zombie apocalypse. Rampant reports have also alleged that FEMA is quietly setting up Ebola quarantine camps across the U.S. ,false
"Pirates put Nova on DL with sprained finger, recall Kingham.",true
Symposium on opioid crisis set this week in West Virginia.,true
"In September 2018, Pope Francis said, in effect, that exposing pedophile priests is Satan's work.",mixture
"""Said state insurance commissioner candidate Ralph Hudgens """"fights hard"""" to strip women of life-saving coverage such as mammograms.""",mixture
 This email says that air conditioners in 1985 to 1998 cars are dangerously toxic and are spewing a gas that is the leading cause of Alzheimer�s disease and lung cancer. ,false
Vaping may lead to fewer respiratory infections for ex-smokers,mixture
Out cold: Some cardiac arrest patients revived after cooling procedure,false
Gilead says head of commercial operations to retire.,true
"�New Zealand let health experts� rather than politicians make decisions about how to deal with COVID-19, �and as of today they have zero COVID cases.�",true
"10,874 people killed by drunk drivers in 2017, and 403 by rifles. Walmart stops selling rifles. Still sells alcohol...",mixture
A white strawberry that tastes like pineapple is available in certain markets.,true
Account by Kitty Werthmann describes the German takeover of Austria.,unproven
First lady to take part in �town hall� on opioids.,true
"Chris Murphy Says President Donald Trump implemented �a travel ban that just didn't work, 400,000 people got in from those countries that were subject to the restrictions.�",false
"""A """"female physician in Munich"""" penned an alarming warning letter about refugees.""",unproven
Want a Better Memory? Try Eating a Mediterranean Diet,false
$40M mental health hospital planned for suburban Detroit.,true
"A photograph shows Bernie Sanders at a 1965 civil rights march with Martin Luther King, Jr.",false
Study: Crestor Not As Effective As Hoped,mixture
Study paves way for simple blood test to predict Alzheimer's.,true
Low-Dose Omega-3 Fatty Acids Don�t Protect Heart Patients,true
"Because there's no local option to allow communities to ban, limit or restrict the location of pot shops, if Amendment 2 passes you can expect the seedy elements of the pot industry to move in right next door to your neighborhood, your church, your business and even your child's school.",false
"""Screenshot of the """"pro-life wife"""" is a """"real-life post by an anti-abortion activist,"""" complaining about the inconvenience of caring for a baby she cannot afford and for which she did not plan.""",true
Pet pig Nemo's lymphoma treatment makes research history.,true
" An email that tells the story of the�Women�s Suffrage Movement that fought for the right for women to vote and the Home Box Office movie called �Iron Jawed Angels� that aired on television.��It tells of the �Night of Terror� in 1917 when women were arrested for protesting at the White House, beaten and tortured and says that it as a reminder for all to vote. ",true
Fitness websites aim to stream togetherness as well as workouts.,true
"To boost workforce, medical schools try to sell rural life.",true
Canada has legalized heroin for general use.,mixture
Gene tests can provide health clues -- and needless worry.,true
"Type 2 Diabetes Treatment Victoza Helps Type 1, Too",mixture
"Gov. Andrew Cuomo of New York recently received a little-publicized $71,000 pay raise that made him the highest paid governor in the U.S.",mixture
An image shows the inside of a leatherback turtle's mouth.,true
"3 years in, no sign of Trump�s replacement for Obamacare.",true
"""The """"U.S. has the highest unintended pregnancy rate of any Western industrialized country.""",true
Joe Biden 'botched' his recitation of the Pledge of Allegiance during a September 2020 campaign speech.,false
The senior class at Etowah High School in Georgia was photographed together without wearing face coverings in August 2020.,true
Utah moves to scrap state-run pot dispensary system.,true
Italy's coronavirus deaths could be underestimated in data: official.,true
"Deep brain stimulation may offer treatment for type 2 diabetes, study suggests",true
Files released by the FBI prove that Adolf Hitler escaped Germany for Argentina.,false
"A psychiatrist said U.S. President Donald Trump may be responsible for millions more deaths than Hitler, Stalin, and Mao.",true
Scientists find genetic link to depression.,true
Health officials: Rabid bat found outside Illinois home.,true
"""Chain email Says Gov. Scott Walker is """"openly"""" backing a move to abolish the state retirement system and convert it to a 401(k)-style plan that will reduce pensions """"by at least a third"""" for current and retired public employees""",false
"Neurologist, author Oliver Sacks dies at age 82 .",true
Sluggish? Confused? Vitamin B12 May Be Low,false
"Measles-stricken New Zealand girl visited Disneyland, other California destinations.",true
UK report plans boost for life sciences as Brexit looms.,true
N.H. to receive $28M in federal funding for opioid crisis.,true
Group with consumer-friendly vibe pushes drugmakers� message.,true
Spending deal would end two-decade freeze on gun research.,true
Combination Drug May Ease the Agitation of Alzheimer�s,mixture
"""From 2000 to 2008, we averaged """"about five mass shootings a year. We're now averaging 15. So that's a three-fold increase.""",false
The U.S. Constitution owes its notion of democracy to the Iroquois Tribes.,false
US officials report a record number of tick diseases.,true
India considers narrowing lockdown to coronavirus hotspots.,true
Google and Apple �put a covid tracker on every phone.�,mixture
"College studies may reduce risk of dementia for older adults, research finds",mixture
"When my grandfather came to this country back in 1925, there were no government benefits.",false
An 86-year-old woman's severely  painful and curved back was cured by her practicing yoga for a month.,unproven
High-tech help for fibroid tumors,false
"""The state of South Carolina executed 14-year-old George Stinney in 1944, but a judge from the same court declared his """"innocence"""" in 2014.""",true
Certain symbols displayed on the packaging of a variety of grocery items signify that their manufacturers have paid a 'secret tax' to the Jews.,false
"""January is the primary """"break-up"""" month for couples.""",true
Mindfulness Meditation May Cut IBS Symptoms,false
66 A&E and maternity wards have been closed.,unproven
State: Delaware landfill is exceeding air emissions limits.,true
Immigrants are more fertile.,true
"Ban lifted on shellfish harvesting along coastline, harbor.",true
New diet craze offers five days of feasting for two days of famine.,true
Hillary Clinton successfully defended an accused child rapist and later laughed about the case.,false
"AP PHOTOS: In despair, French hospital interns go on strike.",true
Long-term care facilities linked to 61% of WA virus deaths.,true
"""President Obama has started confiscating guns """"by force.""",false
CEO sees Bayer 'massively' affected by herbicide litigation.,true
 The eRumor is a warning not to         eat jars of Peter Pan peanut butter with the product code         �2111� because of Salmonella contamination.   ,true
New delayed-release stimulant improves morning ADHD symptoms and all-day functioning,false
